"だいがく","college; university"
"<ruby>貸す<rt>かす</rt></ruby>","to lend"
"<ruby>貸し出し<rt>かしだし</rt></ruby>","lending"
"<ruby>賃貸マンション<rt>ちんたいマンション</rt></ruby>","rental condo"
"<ruby>図書館<rt>としょかん</rt></ruby>","library"
"<ruby>地図<rt>ちず</rt></ruby>","map"
"<ruby>図<rt>ず</rt></ruby>","figure"
"<ruby>合図<rt>あいず</rt></ruby>","signal"
"<ruby>図る<rt>はかる</rt></ruby>","to attempt"
"<ruby>旅館<rt>りょかん</rt></ruby>","Japanese inn"
"<ruby>映画館<rt>えいがかん</rt></ruby>","movie theater"
"<ruby>大使館<rt>たいしかん</rt></ruby>","embassy"
"<ruby>終わる<rt>おわる</rt></ruby>","to come to an end"
"<ruby>終わり<rt>おわり</rt></ruby>","end"
"<ruby>終点<rt>しゅうてん</rt></ruby>","last stop"
"<ruby>最終～<rt>さいしゅう～</rt></ruby>","the last..."
"<ruby>宿題<rt>しゅくだい</rt></ruby>","homework"
"<ruby>下宿<rt>げしゅく</rt></ruby>","boarding house"
"<ruby>宿泊<rt>しゅくはく</rt></ruby>","lodging"
"<ruby>宿<rt>やど</rt></ruby>","inn"
"<ruby>問題<rt>もんだい</rt></ruby>","problem; question"
"<ruby>話題<rt>わだい</rt></ruby>","topic of conversation"
"<ruby>題<rt>だい</rt></ruby>","title"
"<ruby>奥様<rt>おくさま</rt></ruby>","(your/someone's) wife (polite)"
"<ruby>お子さん<rt>おこさん</rt></ruby>","(your/someone's) child (polite)"
"<ruby>中学生<rt>ちゅうがくせい</rt></ruby>","junior high school student"
"<ruby>部長<rt>ぶちょう</rt></ruby>","department manager"
"<ruby>出張<rt>しゅっちょう</rt></ruby>","business trip"
"<ruby>敬語<rt>けいご</rt></ruby>","honorific language"
"こちら","this way (polite)"
"どちら","where (polite)"
"<ruby>お礼<rt>おれい</rt></ruby>","expression of gratitude"
"<ruby>種類<rt>しゅるい</rt></ruby>","a kind; a sort"
"<ruby>話<rt>はなし</rt></ruby>","talk; story"
"<ruby>悩み<rt>なやみ</rt></ruby>","worry"
"<ruby>間違い<rt>まちがい</rt></ruby>","mistake"
"<ruby>性格<rt>せいかく</rt></ruby>","personality"
"<ruby>怠け者<rt>なまけもの</rt></ruby>","lazy person"
"<ruby>恥ずかしがり屋<rt>はずかしがりや</rt></ruby>","shy person"
"<ruby>仲がいい<rt>なかがいい</rt></ruby>","be on good terms; to get along well"
"まじめ（な）","serious; sober; diligent"
"いらっしゃる","honorific expression for いく, くる, and いる"
"<ruby>召し上がる<rt>めしあがる</rt></ruby>","honorific expression for たべる and のむ"
"<ruby>下さる<rt>くださる</rt></ruby>","honorific expression for くれる"
"なさる","honorific expression for する"
"<ruby>お休みになる<rt>おやすみになる</rt></ruby>","honorific expression for ねる"
"<ruby>ご覧になる<rt>ごらんになる</rt></ruby>","honorific expression for みる"
"おっしゃる","honorific expression for いう"
"～ていらっしゃる","honorific expression for ～ている"
"<ruby>送る<rt>おくる</rt></ruby>","to walk/drive (someone) <small>(<em>person</em> を <em>place</em> まで)</small>"
"<ruby>怒る<rt>おこる</rt></ruby>","to get angry"
"<ruby>決まる<rt>きまる</rt></ruby>","to be decided <small>(～が)</small>"
"<ruby>知り合う<rt>しりあう</rt></ruby>","to get acquainted with <small>(～と)</small>"
"<ruby>呼ぶ<rt>よぶ</rt></ruby>","to call (one's name) <small>(～を)</small>; to invite <small>(<em>person</em> を <em>event</em> に)</small>"
"<ruby>引っ越す<rt>ひっこす</rt></ruby>","to move (to another place to live) <small>(～に)</small>"
"<ruby>寄る<rt>よる</rt></ruby>","to stop by <small>(<em>place</em> に)</small>"
"<ruby>遅れる<rt>おくれる</rt></ruby>","to become late <small>(～に)</small>"
"かける","to sit down <small>(<em>seat</em> に)</small>"
"もてる","to be popular (in terms of romantic interest) <small>(<em>people</em> に)</small>"
"<ruby>晴れる<rt>はれる</rt></ruby>","to become sunny"
"ごちそうする","to treat/invite (someone) to a meal <small>(<em>person</em> に <em>meal</em> を)</small>"
"<ruby>遠慮する<rt>えんりょする</rt></ruby>","to hold back for the time being; to refrain from"
"<ruby>招待する<rt>しょうたいする</rt></ruby>","to invite someone (to an event/a place) <small>(<em>person</em> を <em>event/place</em> に)</small>"
"<ruby>話をする<rt>はなしをする</rt></ruby>","to have a talk"
"<ruby>春<rt>はる</rt></ruby>","spring"
"<ruby>春巻<rt>はるまき</rt></ruby>","spring roll"
"<ruby>春分<rt>しゅんぶん</rt></ruby>","vernal equinox"
"<ruby>青春<rt>せいしゅん</rt></ruby>","youth"
"<ruby>秋<rt>あき</rt></ruby>","autumn"
"<ruby>秋学期<rt>あきがっき</rt></ruby>","fall semester"
"<ruby>秋分<rt>しゅうぶん</rt></ruby>","autumnal equinox"
"<ruby>冬<rt>ふゆ</rt></ruby>","winter"
"<ruby>冬休み<rt>ふゆやすみ</rt></ruby>","winter vacation"
"<ruby>暖冬<rt>だんとう</rt></ruby>","warm winter"
"<ruby>春夏秋冬<rt>しゅんかしゅうとう</rt></ruby>","four seasons"
"おととい","the day before yesterday"
"<ruby>毎朝<rt>まいあさ</rt></ruby>","every morning"
"それで","then; therefore"
"なぜ","why (=どうして)"
"<ruby>本当は<rt>ほんとうは</rt></ruby>","in fact; originally"
"まだ","still"
"<ruby>少々<rt>しょうしょう</rt></ruby>","a few seconds"
"<ruby>～名様<rt>～めいさま</rt></ruby>","party of...people"
"ようこそ","Welcome."
"<ruby>よろしくお伝えください<rt>よろしくおつたえください</rt></ruby>","Please give my best regards (to...) <small>(～に)</small>"
"<ruby>花<rt>はな</rt></ruby>","flower"
"<ruby>花見<rt>はなみ</rt></ruby>","flower viewing"
"<ruby>花火<rt>はなび</rt></ruby>","fireworks"
"<ruby>花粉症<rt>かふんしょう</rt></ruby>","hay fever"
"<ruby>生け花<rt>いけばな</rt></ruby>","flower arrangement"
"<ruby>～様<rt>～さま</rt></ruby>","Mr./Ms."
"<ruby>お客様<rt>おきゃくさま</rt></ruby>","customer (respectful)"
"<ruby>皆様<rt>みなさま</rt></ruby>","everyone"
"<ruby>様子<rt>ようす</rt></ruby>","manner"
"<ruby>不安な<rt>ふあんな</rt></ruby>","uneasy; worried"
"<ruby>不景気<rt>ふけいき</rt></ruby>","recession"
"<ruby>不便<rt>ふべん</rt></ruby>","inconvenience"
"<ruby>水不足<rt>みずぶそく</rt></ruby>","lack of water"
"<ruby>姉<rt>あね</rt></ruby>","older sister"
"<ruby>お姉さん<rt>おねえさん</rt></ruby>","older sister (honorific)"
"<ruby>姉妹<rt>しまい</rt></ruby>","sisters"
"<ruby>姉妹都市<rt>しまいとし</rt></ruby>","sister city"
"<ruby>兄<rt>あに</rt></ruby>","older brother"
"<ruby>お兄さん<rt>おにいさん</rt></ruby>","older brother (honorific)"
"<ruby>兄弟<rt>きょうだい</rt></ruby>","brothers"
"<ruby>漢字<rt>かんじ</rt></ruby>","Chinese character"
"<ruby>漢方薬<rt>かんぽうやく</rt></ruby>","Chinese herbal medicine"
"<ruby>漢和辞典<rt>かんわじてん</rt></ruby>","Kanji dictionary"
"<ruby>卒業する<rt>そつぎょうする</rt></ruby>","to graduate"
"<ruby>卒業式<rt>そつぎょうしき</rt></ruby>","graduation ceremony"
"<ruby>大卒<rt>だいそつ</rt></ruby>","university graduate"
"<ruby>工学<rt>こうがく</rt></ruby>","engineering"
"<ruby>工事<rt>こうじ</rt></ruby>","construction"
"<ruby>工場<rt>こうじょう</rt></ruby>","factory"
"<ruby>大工<rt>だいく</rt></ruby>","carpenter"
"<ruby>研究<rt>けんきゅう</rt></ruby>","research"
"<ruby>研究者<rt>けんきゅうしゃ</rt></ruby>","researcher"
"<ruby>研修<rt>けんしゅう</rt></ruby>","training"
"<ruby>研ぐ<rt>とぐ</rt></ruby>","to sharpen"
"<ruby>探究<rt>たんきゅう</rt></ruby>","inquiry"
"<ruby>究める<rt>きわめる</rt></ruby>","to investigate thoroughly"
"<ruby>質問<rt>しつもん</rt></ruby>","question"
"<ruby>質がいい<rt>しつがいい</rt></ruby>","good quality"
"<ruby>素質<rt>そしつ</rt></ruby>","aptitude"
"<ruby>質屋<rt>しちや</rt></ruby>","pawn shop"
"<ruby>問題<rt>もんだい</rt></ruby>","problem"
"<ruby>訪問<rt>ほうもん</rt></ruby>","visit"
"<ruby>問う<rt>とう</rt></ruby>","to question"
"<ruby>多い<rt>おおい</rt></ruby>","many"
"<ruby>多分<rt>たぶん</rt></ruby>","probably"
"<ruby>～の多く<rt>～のおおく</rt></ruby>","many of..."
"<ruby>多数決<rt>たすうけつ</rt></ruby>","decision by majority"
"あけましておめでとうございます","Happy New Year"
"<ruby>謹賀新年<rt>きんがしんねん</rt></ruby>","Happy New Year (kanji)"
"<ruby>昨年は大変お世話になりました<rt>さくねんはたいへんおせわになりました</rt></ruby>","Thank you for all your kind help during the past year."
"<ruby>本年もどうぞよろしくお願いいたします<rt>ほんねんもどうぞよろしくおねがいいたします</rt></ruby>","I hope for your continued good will this year."
"<ruby>暑中お見舞い申し上げます<rt>しょちゅうおみまいもうしあげます</rt></ruby>","I hope you are keeping well during the hot weather."
"<ruby>ご卒業おめでとうございます<rt>ごそつぎょうおめでとうございます</rt></ruby>","Congratulations on your graduation."
"<ruby>ご結婚おめでとうございます<rt>ごけっこんおめでとうございます</rt></ruby>","Congratulations on your marriage."
"<ruby>誕生日おめでとう<rt>たんじょうびおめでとう</rt></ruby>","Happy Birthday"
"<ruby>早くよくなってください<rt>はやくよくなってください</rt></ruby>","Get well soon."
"アニメ","animation"
"<ruby>小説<rt>しょうせつ</rt></ruby>","novel"
"<ruby>趣味<rt>しゅみ</rt></ruby>","hobby; pastime"
"<ruby>月<rt>つき</rt></ruby>","moon"
"<ruby>宇宙人<rt>うちゅうじん</rt></ruby>","space alien"
"<ruby>扇子<rt>せんす</rt></ruby>","(hand) fan"
"スニーカー","sneakers"
"ヘッドホン","headphones"
"おにぎり","rice ball"
"<ruby>動物<rt>どうぶつ</rt></ruby>","animal"
"あちら","that way (polite)"
"<ruby>係の者<rt>かかりのもの</rt></ruby>","our person in charge"
"<ruby>お宅<rt>おたく</rt></ruby>","(someone's) house/home"
"<ruby>～屋<rt>～や</rt></ruby>","...shop"
"<ruby>支店<rt>してん</rt></ruby>","branch office"
"ドイツ","Germany"
"<ruby>信号<rt>しんごう</rt></ruby>","traffic light"
"<ruby>角<rt>かど</rt></ruby>","corner"
"<ruby>字<rt>じ</rt></ruby>","letter; character"
"<ruby>音<rt>おと</rt></ruby>","sound"
"<ruby>重い<rt>おもい</rt></ruby>","heavy; serious (illness)"
"<ruby>軽い<rt>かるい</rt></ruby>","light"
"<ruby>不思議<rt>ふしぎ（な）</rt></ruby>","mysterious"
"おる","extra-modest expression for いる"
"<ruby>参る<rt>まいる</rt></ruby>","extra-modest expression for いく and くる"
"<ruby>申す<rt>もうす</rt></ruby>","extra-modest expression for いう"
"<ruby>致す<rt>いたす</rt></ruby>","extra-modest expression for する"
"<ruby>頂く<rt>いただく</rt></ruby>","extra-modest exp. for たべる and のむ/humble exp. for もらう"
"ござる","extra-modest expression for ある"
"～ておる","extra-modest expression for ～ている"
"～でござる","extra-modest expression for です"
"<ruby>伺う<rt>うかがう</rt></ruby>","(1) to humbly visit <small>(<em>place</em> に)</small>; (2) to humbly ask <small>(<em>person</em> に)</small>"
"<ruby>曲がる<rt>まがる</rt></ruby>","to turn (right/left) <small>(<em>corner</em> を <em>direction</em> に)</small>"
"<ruby>戻る<rt>もどる</rt></ruby>","to return; to come back <small>(～に)</small>"
"<ruby>差し上げる<rt>さしあげる</rt></ruby>","humble expression for あげる"
"<ruby>聞こえる<rt>きこえる</rt></ruby>","to be audible <small>(～が)</small>"
"<ruby>伝える<rt>つたえる</rt></ruby>","to convey message <small>(<em>person</em> に)</small>"
"<ruby>待たせる<rt>またせる</rt></ruby>","to keep (someone) waiting <small>(～を)</small>"
"<ruby>続ける<rt>つづける</rt></ruby>","to continue <small>(～を)</small>"
"<ruby>交換する<rt>こうかんする</rt></ruby>","to exchange <small>(X と Y を)</small>"
"<ruby>返品する<rt>へんぴんする</rt></ruby>","to return (merchandise) <small>(～を)</small>"
"<ruby>生活する<rt>せいかつする</rt></ruby>","to lead a life"
"<ruby>皿<rt>さら</rt></ruby>","plate; dish"
"<ruby>紙皿<rt>かみざら</rt></ruby>","paper plate"
"<ruby>灰皿<rt>はいざら</rt></ruby>","ashtray"
"<ruby>声<rt>こえ</rt></ruby>","voice"
"<ruby>音声学<rt>おんせいがく</rt></ruby>","phonetics"
"<ruby>擬声語<rt>ぎせいご</rt></ruby>","onomatopoeia"
"<ruby>声優<rt>せいゆう</rt></ruby>","voice actor"
"<ruby>お茶<rt>おちゃ</rt></ruby>","Japanese tea"
"<ruby>茶店<rt>ちゃみせ</rt></ruby>","teahouse"
"<ruby>紅茶<rt>こうちゃ</rt></ruby>","black tea"
"<ruby>茶色<rt>ちゃいろ</rt></ruby>","brown"
"<ruby>喫茶店<rt>きっさてん</rt></ruby>","cafe"
"<ruby>～階<rt>～かい</rt></ruby>","...th floor"
"<ruby>一階<rt>いっかい</rt></ruby>","first floor"
"～みたいなX","X like..."
"また","again"
"では","well then (polite)"
"できれば","if possible"
"<ruby>誠に<rt>まことに</rt></ruby>","really (very polite)"
"よろしかったら","if it is okay (polite)"
"かしこまりました","Certainly."
"<ruby>失礼しました<rt>しつれいしました</rt></ruby>","I'm very sorry."
"<ruby>申し訳ありません<rt>もうしわけありません</rt></ruby>","You have my apologies."
"<ruby>止まる<rt>とまる</rt></ruby>","(something) stops"
"<ruby>中止する<rt>ちゅうしする</rt></ruby>","to cancel"
"<ruby>禁止する<rt>きんしする</rt></ruby>","to prohibit"
"<ruby>一枚<rt>いちまい</rt></ruby>","one sheet"
"<ruby>枚数<rt>まいすう</rt></ruby>","number of flat things"
"<ruby>三両<rt>さんりょう</rt></ruby>","Three ryoo"
"<ruby>両親<rt>りょうしん</rt></ruby>","parents"
"<ruby>両手<rt>りょうて</rt></ruby>","both hands"
"<ruby>両替<rt>りょうがえ</rt></ruby>","exchange"
"<ruby>両方<rt>りょうほう</rt></ruby>","both sides"
"<ruby>無理な<rt>むりな</rt></ruby>","impossible"
"<ruby>無駄な<rt>むだな</rt></ruby>","wasteful"
"<ruby>無料<rt>むりょう</rt></ruby>","free of charge"
"<ruby>無礼な<rt>ぶれいな</rt></ruby>","rude"
"<ruby>無い<rt>ない</rt></ruby>","there is no..."
"<ruby>払う<rt>はらう</rt></ruby>","to pay"
"<ruby>支払い<rt>しはらい</rt></ruby>","payment"
"<ruby>払い戻し<rt>はらいもどし</rt></ruby>","refund"
"<ruby>分割払い<rt>ぶんかつばらい</rt></ruby>","payment in installments"
"<ruby>心<rt>こころ</rt></ruby>","heart; mind"
"<ruby>心配する<rt>しんぱいする</rt></ruby>","to worry"
"<ruby>熱心な<rt>ねっしんな</rt></ruby>","enthusiastic"
"<ruby>安心な<rt>あんしんな</rt></ruby>","safe"
"<ruby>好奇心<rt>こうきしん</rt></ruby>","curiosity"
"<ruby>笑う<rt>わらう</rt></ruby>","to laugh"
"<ruby>笑顔<rt>えがお</rt></ruby>","smile; smiling face"
"<ruby>微笑む<rt>ほほえむ</rt></ruby>","to smile"
"<ruby>爆笑する<rt>ばくしょうする</rt></ruby>","to burst into laughter"
"<ruby>絶対に<rt>ぜったいに</rt></ruby>","definitely"
"<ruby>絶える<rt>たえる</rt></ruby>","to die out"
"<ruby>絶滅<rt>ぜつめつ</rt></ruby>","extinction"
"<ruby>気絶する<rt>きぜつする</rt></ruby>","to faint"
"<ruby>絶望<rt>ぜつぼう</rt></ruby>","despair"
"<ruby>反対する<rt>はんたいする</rt></ruby>","to oppose"
"<ruby>日本対中国<rt>にほんたいちゅうごく</rt></ruby>","Japan versus China"
"<ruby>一対<rt>いっつい</rt></ruby>","a pair"
"<ruby>痛い<rt>いたい</rt></ruby>","painful"
"<ruby>痛み止め<rt>いたみどめ</rt></ruby>","painkiller"
"<ruby>頭痛<rt>ずつう</rt></ruby>","headache"
"<ruby>腹痛<rt>ふくつう</rt></ruby>","stomachache"
"<ruby>腰痛<rt>ようつう</rt></ruby>","lower back pain"
"<ruby>最悪<rt>さいあく</rt></ruby>","the worst"
"<ruby>最近<rt>さいきん</rt></ruby>","recently"
"<ruby>最高<rt>さいこう</rt></ruby>","the best"
"<ruby>最新<rt>さいしん</rt></ruby>","the latest"
"<ruby>最後に<rt>さいごに</rt></ruby>","lastly"
"<ruby>最も<rt>もっとも</rt></ruby>","most"
"<ruby>続ける<rt>つづける</rt></ruby>","to continue"
"<ruby>手続き<rt>てつづき</rt></ruby>","procedure"
"<ruby>相続する<rt>そうぞくする</rt></ruby>","to inherit"
"<ruby>連続ドラマ<rt>れんぞくドラマ</rt></ruby>","serial TV drama"
"ちかん","groper; pervert"
"<ruby>泥棒<rt>どろぼう</rt></ruby>","thief; burglar"
"<ruby>犯人<rt>はんにん</rt></ruby>","criminal"
"<ruby>同僚<rt>どうりょう</rt></ruby>","colleague"
"<ruby>会議<rt>かいぎ</rt></ruby>","business meeting; conference"
"スピーチ","speech"
"<ruby>蚊<rt>か</rt></ruby>","mosquito"
"ガソリン","gasoline"
"ポスター","poster"
"<ruby>文句<rt>もんく</rt></ruby>","complaint"
"<ruby>留守<rt>るす</rt></ruby>","absence; not at home"
"<ruby>警察<rt>けいさつ</rt></ruby>","police; police station"
"<ruby>政府<rt>せいふ</rt></ruby>","government"
"<ruby>授業料<rt>じゅぎょうりょう</rt></ruby>","tuition"
"<ruby>工場<rt>こうじょう</rt></ruby>","factory"
"<ruby>環境<rt>かんきょう</rt></ruby>","environment"
"<ruby>終電<rt>しゅうでん</rt></ruby>","last train"
"<ruby>事<rt>こと</rt></ruby>","things; matters"
"<ruby>昔<rt>むかし</rt></ruby>","old days; past"
"<ruby>遠い<rt>とおい</rt></ruby>","far (away)"
"ひどい","awful"
"<ruby>安全<rt>あんぜん（な）</rt></ruby>","safe"
"めちゃくちゃ（な）","messy; disorganized"
"<ruby>変<rt>へん（な）</rt></ruby>","strange; unusual"
"<ruby>置く<rt>おく</rt></ruby>","to put; to lay; to place <small>(<em>place</em> に <em>object</em> を)</small>"
"<ruby>包む<rt>つつむ</rt></ruby>","to wrap; to cover <small>(～を)</small>"
"<ruby>貼る<rt>はる</rt></ruby>","to post; to stick <small>(<em>place</em> に <em>object</em> を)</small>"
"<ruby>焼く<rt>やく</rt></ruby>","to bake; to burn; to grill <small>(～を)</small>"
"やる","to give (to pets, plants, younger siblings, etc.) <small>(～を)</small>"
"ける","to kick <small>(～を)</small>"
"<ruby>殴る<rt>なぐる</rt></ruby>","to strike; to hit; to punch <small>(～を)</small>"
"<ruby>踏む<rt>ふむ</rt></ruby>","to step on <small>(～を)</small>"
"<ruby>刺す<rt>さす</rt></ruby>","to bite <small>(～を)</small>"
"<ruby>盗む<rt>ぬすむ</rt></ruby>","to steal; to rob <small>(～を)</small>"
"<ruby>触る<rt>さわる</rt></ruby>","to touch <small>(～に／を)</small>"
"<ruby>捕まる<rt>つかまる</rt></ruby>","to be arrested; to be caught <small>(～が)</small>"
"<ruby>気が付く<rt>きがつく</rt></ruby>","to notice <small>(～に)</small>"
"ふる","to turn down (somebody); to reject; to jilt <small>(～を)</small>"
"<ruby>文句を言う<rt>もんくをいう</rt></ruby>","to complain"
"いじめる","to bully <small>(～を)</small>"
"ほめる","to praise; to say nice things <small>(～を)</small>"
"<ruby>着替える<rt>きがえる</rt></ruby>","to change clothes"
"<ruby>信じる<rt>しんじる</rt></ruby>","to believe <small>(～を)</small>"
"ためる","to save money <small>(～を)</small>"
"<ruby>間違える<rt>まちがえる</rt></ruby>","to make a mistake <small>(～を)</small>"
"<ruby>見つける<rt>みつける</rt></ruby>","to find <small>(～を)</small>"
"<ruby>比べる<rt>くらべる</rt></ruby>","to compare <small>(X と Y を)</small>"
"ばかにする","to insult; to make a fool of... <small>(～を)</small>"
"びっくりする","to be surprised <small>(～に)</small>"
"<ruby>昼寝をする<rt>ひるねをする</rt></ruby>","to take a nap"
"<ruby>連絡する<rt>れんらくする</rt></ruby>","to contact <small>(<em>person</em> に)</small>"
"<ruby>信じる<rt>しんじる</rt></ruby>","to believe"
"<ruby>自信<rt>じしん</rt></ruby>","confidence"
"<ruby>信号<rt>しんごう</rt></ruby>","traffic signal"
"<ruby>迷信<rt>めいしん</rt></ruby>","superstition"
"<ruby>経験<rt>けいけん</rt></ruby>","experience"
"<ruby>経済<rt>けいざい</rt></ruby>","economy"
"<ruby>神経質<rt>しんけいしつ</rt></ruby>","oversensitive"
"<ruby>経営学<rt>けいえいがく</rt></ruby>","management studies"
"<ruby>パリ経由<rt>パリけいゆ</rt></ruby>","via Paris"
"<ruby>台風<rt>たいふう</rt></ruby>","typhoon"
"<ruby>二台<rt>にだい</rt></ruby>","two vehicles/machines/etc."
"<ruby>舞台<rt>ぶたい</rt></ruby>","stage"
"<ruby>台所<rt>だいどころ</rt></ruby>","kitchen"
"<ruby>～間に<rt>～あいだに</rt></ruby>","while..."
"<ruby>午前中<rt>ごぜんちゅう</rt></ruby>","in the morning"
"ころ","time of...; when..."
"<ruby>少し<rt>すこし</rt></ruby>","a little"
"とにかく","anyhow; anyway"
"<ruby>台風<rt>たいふう</rt></ruby>","typhoon"
"<ruby>お風呂<rt>おふろ</rt></ruby>","bath"
"<ruby>和風<rt>わふう</rt></ruby>","Japanese style"
"<ruby>風<rt>かぜ</rt></ruby>","wind"
"<ruby>風邪をひく<rt>かぜをひく</rt></ruby>","to catch a cold"
"<ruby>犬<rt>いぬ</rt></ruby>","dog"
"<ruby>子犬<rt>こいぬ</rt></ruby>","puppy"
"<ruby>番犬<rt>ばんけん</rt></ruby>","watch dog"
"<ruby>盲導犬<rt>もうどうけん</rt></ruby>","seeing-eye dog"
"<ruby>重い<rt>おもい</rt></ruby>","heavy; serious (illness)"
"<ruby>重ねる<rt>かさねる</rt></ruby>","to pile up"
"<ruby>体重<rt>たいじゅう</rt></ruby>","body weight"
"<ruby>貴重品<rt>きちょうひん</rt></ruby>","valuables"
"<ruby>初めは<rt>はじめは</rt></ruby>","at first"
"<ruby>初めて<rt>はじめて</rt></ruby>","first time"
"<ruby>最初<rt>さいしょ</rt></ruby>","first"
"<ruby>初雪<rt>はつゆき</rt></ruby>","first snow"
"<ruby>初恋<rt>はつこい</rt></ruby>","first love"
"<ruby>若い<rt>わかい</rt></ruby>","young"
"<ruby>若者<rt>わかもの</rt></ruby>","young people"
"<ruby>若々しい<rt>わかわかしい</rt></ruby>","youthful"
"<ruby>送る<rt>おくる</rt></ruby>","to send"
"<ruby>送金<rt>そうきん</rt></ruby>","sending money"
"<ruby>送料<rt>そうりょう</rt></ruby>","postage"
"<ruby>放送<rt>ほうそう</rt></ruby>","broadcast"
"<ruby>回送電車<rt>かいそうでんしゃ</rt></ruby>","out-of-service train"
"<ruby>幸せな<rt>しあわせな</rt></ruby>","happy (しあわ)"
"<ruby>幸福な<rt>こうふくな</rt></ruby>","happy (こう)"
"<ruby>幸運<rt>こううん</rt></ruby>","good fortune"
"<ruby>不幸<rt>ふこう</rt></ruby>","misfortune"
"<ruby>幸い<rt>さいわい</rt></ruby>","fortunately"
"<ruby>時計<rt>とけい</rt></ruby>","watch; clock"
"<ruby>計画<rt>けいかく</rt></ruby>","plan"
"<ruby>合計<rt>ごうけい</rt></ruby>","sum"
"<ruby>計る<rt>はかる</rt></ruby>","to measure"
"<ruby>遅れる<rt>おくれる</rt></ruby>","to be late (る)"
"<ruby>乗り遅れる<rt>のりおくれる</rt></ruby>","to miss (transportation)"
"<ruby>遅い<rt>おそい</rt></ruby>","late"
"<ruby>遅刻する<rt>ちこくする</rt></ruby>","to be late (する)"
"<ruby>心配な<rt>しんぱいな</rt></ruby>","worried about"
"<ruby>配る<rt>くばる</rt></ruby>","to distribute"
"<ruby>配達<rt>はいたつ</rt></ruby>","delivery"
"<ruby>宅配便<rt>たくはいびん</rt></ruby>","home delivery service"
"<ruby>弟<rt>おとうと</rt></ruby>","younger brother"
"<ruby>兄弟<rt>きょうだい</rt></ruby>","brothers"
"<ruby>弟子<rt>でし</rt></ruby>","apprentice"
"<ruby>妹<rt>いもうと</rt></ruby>","younger sister"
"<ruby>姉妹<rt>しまい</rt></ruby>","sisters"
"<ruby>姉妹校<rt>しまいこう</rt></ruby>","sister school"
"<ruby>風<rt>かぜ</rt></ruby>","wind"
"<ruby>木<rt>き</rt></ruby>","tree"
"ボール","ball"
"<ruby>猿<rt>さる</rt></ruby>","monkey"
"<ruby>免許<rt>めんきょ</rt></ruby>","license"
"<ruby>予習<rt>よしゅう</rt></ruby>","preparation of a lesson"
"<ruby>復習<rt>ふくしゅう</rt></ruby>","review of a lesson"
"<ruby>塾<rt>じゅく</rt></ruby>","cram school"
"<ruby>英会話<rt>えいかいわ</rt></ruby>","English conversation"
"<ruby>相手<rt>あいて</rt></ruby>","partner"
"<ruby>お嬢さん<rt>おじょうさん</rt></ruby>","(someone's) daughter (polite)"
"<ruby>神様<rt>かみさま</rt></ruby>","God"
"<ruby>先輩<rt>せんぱい</rt></ruby>","senior member of a group"
"<ruby>後輩<rt>こうはい</rt></ruby>","junior member of a group"
"<ruby>部下<rt>ぶか</rt></ruby>","subordinate"
"<ruby>受付<rt>うけつけ</rt></ruby>","reception desk"
"<ruby>書類<rt>しょるい</rt></ruby>","document"
"プロジェクト","project"
"<ruby>家事<rt>かじ</rt></ruby>","housework"
"ヨーロッパ","Europe"
"<ruby>一人暮らし<rt>ひとりぐらし</rt></ruby>","living alone"
"<ruby>自由<rt>じゆう</rt></ruby>","freedom"
"<ruby>無駄遣い<rt>むだづかい</rt></ruby>","waste (money)"
"うるさい","noisy; annoying"
"<ruby>心配<rt>しんぱい（な）</rt></ruby>","worried about <small>(～が)</small>"
"<ruby>貧乏<rt>びんぼう（な）</rt></ruby>","poor"
"ぺらぺら（な）","fluent <small>(<em>language</em> ～が)</small>"
"<ruby>楽<rt>らく（な）</rt></ruby>","easy; comfortable"
"<ruby>変<rt>へん（な）</rt></ruby>","strange; unusual"
"<ruby>風が吹く<rt>かぜがふく</rt></ruby>","the wind blows"
"<ruby>コピーを取る<rt>コピーをとる</rt></ruby>","to make a photocopy"
"<ruby>運ぶ<rt>はこぶ</rt></ruby>","to carry <small>(～を)</small>"
"<ruby>拾う<rt>ひろう</rt></ruby>","to pick up (something) <small>(～を)</small>"
"<ruby>放っておく<rt>ほうっておく</rt></ruby>","to leave (someone/something) alone; to neglect <small>(～を)</small>"
"<ruby>間に合う<rt>まにあう</rt></ruby>","to be in time <small>(～に)</small>"
"<ruby>勝つ<rt>かつ</rt></ruby>","to win <small>(～に)</small>"
"<ruby>受ける<rt>うける</rt></ruby>","to take (an examination) <small>(～を)</small>"
"<ruby>計画を立てる<rt>けいかくをたてる</rt></ruby>","to make a plan"
"<ruby>育てる<rt>そだてる</rt></ruby>","to raise; to bring up <small>(～を)</small>"
"<ruby>助ける<rt>たすける</rt></ruby>","to help; to rescue <small>(～を)</small>"
"<ruby>負ける<rt>まける</rt></ruby>","to lose (a match) <small>(～に)</small>"
"<ruby>お願いする<rt>おねがいする</rt></ruby>","to request help <small>(<em>person</em> に～を)</small>"
"<ruby>賛成する<rt>さんせいする</rt></ruby>","to agree <small>(～に)</small>"
"<ruby>反対する<rt>はんたいする</rt></ruby>","to oppose; to object to <small>(～に)</small>"
"<ruby>失敗する<rt>しっぱいする</rt></ruby>","to fail; to be unsuccessful"
"<ruby>徹夜する<rt>てつやする</rt></ruby>","to stay up all night"
"<ruby>翻訳する<rt>ほんやくする</rt></ruby>","to translate <small>(<em>source</em> と <em>target</em> に)</small>"
